Symbol,Tradable,DollarVolume,Price,Score,Rank,AsOf
LVS,Y,2.07658e+08,39.98,-1.66284,625,2026-09-21
LYV,Y,3.08221e+08,167.12,0.420905,333,2026-09-21
M,Y,1.1976e+08,21.94,1.40632,133,2026-09-21
MA,Y,1.64394e+09,565.24,-0.808993,514,2026-09-21
MAA,Y,1.29255e+08,118.93,-1.57261,614,2026-09-21
MAC,Y,6.30235e+07,22.63,1.44489,126,2026-09-21
MAN,Y,5.01183e+07,57.64,0.821034,245,2026-09-21
MAR,Y,5.316e+08,338.92,1.59506,94,2026-09-21
MAS,Y,1.48303e+08,68.06,-0.209087,439,2026-09-21
MAT,Y,5.81753e+07,13.26,-2.25278,688,2026-09-21
MCD,Y,1.17014e+09,248.24,-1.94511,666,2026-09-21
MCHP,Y,7.25459e+08,73.27,1.07677,197,2026-09-21
MCK,Y,7.99409e+08,874.65,-0.370052,453,2026-09-21
MDLZ,Y,4.78616e+08,60.85,0.115067,389,2026-09-21
MDT,Y,6.72012e+08,92.13,-0.996681,539,2026-09-21
MDU,Y,2.8608e+07,18.56,0.883805,230,2026-09-21
MET,Y,2.89244e+08,97.04,0.760866,260,2026-09-21
MFC,Y,7.14252e+07,44.38,1.60327,92,2026-09-21
MFG,Y,3.33309e+07,10.94,1.71461,82,2026-09-21
MGA,Y,7.77023e+07,63.15,1.60736,91,2026-09-21
MGM,Y,9.52446e+07,37.81,0.610111,300,2026-09-21
MKC,Y,1.54334e+08,48.72,-2.59159,715,2026-09-21
MKSI,Y,3.79859e+08,252.08,2.11861,42,2026-09-21
MKTX,Y,1.27337e+08,163.42,-1.63004,620,2026-09-21
MLI,Y,8.96797e+07,60.07,1.21697,162,2026-09-21
MMM,Y,4.84803e+08,165.89,0.0352593,405,2026-09-21
MNRO,Y,1.26458e+07,12.1,-1.54397,609,2026-09-21
MNST,Y,4.64542e+08,44.71,1.48074,119,2026-09-21
MO,Y,5.52527e+08,69.52,0.429418,332,2026-09-21
MOD,Y,2.54855e+08,188.72,1.06409,200,2026-09-21
MOH,Y,1.55902e+08,200.79,0.142179,385,2026-09-21
MOS,Y,1.70273e+08,24.48,-2.38644,705,2026-09-21
MRK,Y,1.19796e+09,146.87,1.20983,164,2026-09-21
MRSH,Y,3.86981e+08,175.01,-1.64257,622,2026-09-21
MRVL,Y,4.91739e+09,244.25,3.02307,3,2026-09-21
MS,Y,9.78634e+08,202.58,1.76994,74,2026-09-21
MSFT,Y,1.15852e+10,493.78,-1.07315,549,2026-09-21
MSTR,Y,1.9585e+09,153.92,-3.42017,743,2026-09-21
MT,Y,9.86344e+07,72.53,1.5776,95,2026-09-21
MTB,Y,2.59525e+08,227.31,0.683041,275,2026-09-21
MTCH,Y,1.21152e+08,43.2,0.0330959,406,2026-09-21
MTG,Y,5.03106e+07,29.69,-0.204768,437,2026-09-21
MTZ,Y,3.78378e+08,214.38,0.471165,327,2026-09-21
MU,Y,3.29649e+10,1015.8,3.05025,2,2026-09-21
MUFG,Y,6.21159e+07,23.13,1.19474,166,2026-09-21
MUR,Y,5.55565e+07,37.39,0.704987,272,2026-09-21
MUX,Y,1.78195e+07,19,0.35271,346,2026-09-21
MWA,Y,2.68272e+07,21.9,-1.36028,584,2026-09-21
NBIX,Y,1.81306e+08,146.23,-0.201482,436,2026-09-21
NDAQ,Y,3.09833e+08,93.54,-0.524341,472,2026-09-21
NEE,Y,9.11502e+08,80.47,0.361815,344,2026-09-21
NEM,Y,7.92093e+08,123.41,0.919619,225,2026-09-21
NEO,Y,2.97318e+07,19.91,1.50151,109,2026-09-21
NEOG,Y,1.8617e+07,13,1.60155,93,2026-09-21
NFLX,Y,2.5287e+09,71.79,-2.19028,682,2026-09-21
NI,Y,2.17172e+08,40.58,-0.68902,493,2026-09-21
NKE,Y,9.38126e+08,35.51,-1.94868,667,2026-09-21
NLY,Y,1.54989e+08,21.05,0.331387,353,2026-09-21
NNN,Y,6.22214e+07,41.55,-0.149865,430,2026-09-21
NOG,Y,5.71204e+07,25.05,-1.10344,551,2026-09-21
NOK,Y,8.69849e+08,10.68,2.18159,36,2026-09-21
NOV,Y,6.23708e+07,20.07,1.49988,110,2026-09-21
NRG,Y,3.20518e+08,103.66,-1.75217,644,2026-09-21
NSC,Y,3.59852e+08,314.16,-0.130861,427,2026-09-21
NTAP,Y,4.22103e+08,197.79,1.18148,174,2026-09-21
NTDOY,Y,2.87577e+07,13.25,-3.16361,740,2026-09-21
NTRS,Y,1.73698e+08,177.89,1.46196,123,2026-09-21
NUE,Y,3.15831e+08,248.38,1.91731,63,2026-09-21
NVDA,Y,2.6353e+10,222.27,0.910451,226,2026-09-21
NVO,Y,4.72026e+08,43.24,-1.71971,637,2026-09-21
NVS,Y,2.59986e+08,140.37,0.732141,267,2026-09-21
NWBI,Y,1.47849e+07,15.46,1.2417,159,2026-09-21
NWG,Y,5.63576e+07,18.67,1.14333,183,2026-09-21
NYT,Y,1.21679e+08,70.21,0.167628,380,2026-09-21
O,Y,3.31985e+08,56.66,-0.788452,510,2026-09-21
OC,Y,1.2655e+08,123.9,-0.401583,459,2026-09-21
OCFC,Y,1.67863e+07,17.87,-0.693374,494,2026-09-21
ODFL,Y,3.18652e+08,173,1.34613,146,2026-09-21
OGE,Y,6.41444e+07,45.51,-0.0973005,422,2026-09-21
OHI,Y,8.81105e+07,46.66,0.186933,377,2026-09-21
OII,Y,4.16945e+07,46.29,0.848648,239,2026-09-21
OKE,Y,3.07981e+08,93.46,1.12935,189,2026-09-21
OLN,Y,5.67611e+07,16.84,-1.74502,641,2026-09-21
OMC,Y,2.08095e+08,76.57,-0.636627,487,2026-09-21
ON,Y,7.94597e+08,69.98,1.32958,147,2026-09-21
ONB,Y,9.98606e+07,25.27,0.734835,265,2026-09-21
OPCH,Y,4.60951e+07,24.3,-2.48134,707,2026-09-21
ORCL,Y,4.43376e+09,147.61,-1.47387,596,2026-09-21
ORI,Y,4.96947e+07,39.95,-0.365995,451,2026-09-21
ORKA,Y,7.37167e+07,94.96,1.14588,182,2026-09-21
ORLY,Y,5.39698e+08,84.71,-2.23462,685,2026-09-21
OTEX,Y,3.14008e+07,22.58,-3.07684,736,2026-09-21
OVV,Y,1.83518e+08,62.37,1.07159,198,2026-09-21
OXY,Y,4.5776e+08,58.84,0.341174,349,2026-09-21
OZK,Y,5.34156e+07,47.88,-0.345706,449,2026-09-21
PAA,Y,5.67108e+07,25.37,1.16388,177,2026-09-21
PAAS,Y,1.86915e+08,49.99,0.390608,340,2026-09-21
PAYX,Y,3.11751e+08,116.14,-0.903939,525,2026-09-21
PB,Y,6.73293e+07,70.02,0.515865,314,2026-09-21
PBI,Y,2.96297e+07,16.85,2.06519,48,2026-09-21
PBR,Y,2.72073e+08,20.8,0.879761,232,2026-09-21
PBR-A,Y,1.08566e+08,18.82,0.808016,249,2026-09-21
PCAR,Y,3.37787e+08,116.06,0.588992,304,2026-09-21
PCG,Y,3.81113e+08,13.2,-0.665566,490,2026-09-21
PEG,Y,2.08447e+08,69.77,-1.695,632,2026-09-21
PEGA,Y,7.25075e+07,35.05,-3.12227,739,2026-09-21
PENN,Y,5.2513e+07,16.45,0.268016,363,2026-09-21
PEP,Y,1.07706e+09,129.75,-1.66284,625,2026-09-21
PFE,Y,9.83189e+08,27.66,0.528287,312,2026-09-21
PFG,Y,1.42771e+08,117.67,1.64204,88,2026-09-21
PG,Y,1.23843e+09,146.39,-1.1117,553,2026-09-21
PGR,Y,5.18666e+08,213.48,-1.03369,543,2026-09-21
PHM,Y,1.78301e+08,117.26,-1.05841,547,2026-09-21
PLAB,Y,2.95243e+07,29.11,0.3337,352,2026-09-21
PLD,Y,4.75806e+08,134.84,1.01245,210,2026-09-21
PM,Y,8.64242e+08,188.62,0.543568,309,2026-09-21
PNC,Y,3.96138e+08,233.17,0.792983,253,2026-09-21
PNFP,Y,1.00205e+08,96.75,-0.233534,440,2026-09-21
PNR,Y,1.7776e+08,55.92,-1.83636,653,2026-09-21
PNW,Y,1.11165e+08,94.21,0.33869,350,2026-09-21
PODD,Y,2.17156e+08,140.6,-2.62659,716,2026-09-21
POR,Y,4.96237e+07,47.24,0.504128,316,2026-09-21
PPC,Y,4.19804e+07,29.85,-2.83881,726,2026-09-21
PPG,Y,1.67921e+08,104.52,-0.175068,433,2026-09-21
PPL,Y,2.48825e+08,33.34,-1.48338,601,2026-09-21
PRGO,Y,3.02514e+07,13.56,-2.83422,725,2026-09-21
PRIM,Y,1.00978e+08,77.13,-1.69325,631,2026-09-21
PRMB,Y,8.34489e+07,20.52,0.748685,263,2026-09-21
PRU,Y,1.85112e+08,118.4,0.557546,307,2026-09-21
PSKY,Y,1.0253e+08,10.21,-2.50794,709,2026-09-21
PTC,Y,1.8544e+08,135.89,-2.96209,733,2026-09-21
PTEN,Y,9.18318e+07,11.78,1.36598,141,2026-09-21
PTY,Y,1.26452e+07,11.26,-2.09054,675,2026-09-21
PUK,Y,2.34503e+07,26.09,-1.62018,619,2026-09-21
PWR,Y,6.20935e+08,636.71,2.10493,44,2026-09-21
PZZA,Y,2.89952e+07,19.78,-1.72001,638,2026-09-21
QCOM,Y,2.04651e+09,177.72,0.207591,372,2026-09-21
QDEL,Y,1.96598e+07,10.62,-1.84272,654,2026-09-21
QGEN,Y,9.66576e+07,43.33,-1.67596,628,2026-09-21
QMCO,Y,1.67765e+07,25.09,1.4285,130,2026-09-21
RAMP,Y,3.64825e+07,37.66,2.18281,35,2026-09-21
RBA,Y,1.35765e+08,83.2,-1.51329,604,2026-09-21
RCI,Y,4.07021e+07,35.08,-0.23587,441,2026-09-21
RCL,Y,5.57464e+08,245.81,-1.3047,575,2026-09-21
RDN,Y,3.55951e+07,35.01,-0.572608,476,2026-09-21
RDY,Y,3.12068e+07,12.19,-1.48133,600,2026-09-21
REG,Y,9.97282e+07,72.95,0.0712871,398,2026-09-21
RELX,Y,7.88125e+07,33.41,-2.28094,691,2026-09-21
RF,Y,2.42606e+08,28.5,0.32088,356,2026-09-21
RGEN,Y,1.53327e+08,176.89,0.952479,217,2026-09-21
RHHBY,Y,8.07112e+07,54.15,1.01423,209,2026-09-21
RHI,Y,7.91666e+07,37.38,-0.00957152,413,2026-09-21
RIO,Y,2.20904e+08,97.37,1.841,69,2026-09-21
RJF,Y,1.9546e+08,164.75,-0.515996,471,2026-09-21
RMBS,Y,2.15821e+08,87.6,-0.983296,535,2026-09-21
RMD,Y,2.80714e+08,224.99,-2.25371,689,2026-09-21
ROL,Y,1.92193e+08,32.43,-1.75931,647,2026-09-21
ROST,Y,5.33732e+08,226.61,1.91928,62,2026-09-21
RPM,Y,1.03365e+08,98.37,-1.24965,568,2026-09-21
RRC,Y,9.95728e+07,38.44,-1.00616,542,2026-09-21
RRX,Y,2.08394e+08,148.05,0.230673,369,2026-09-21
RSG,Y,3.09366e+08,218.07,-0.759148,505,2026-09-21
RTO,Y,2.75133e+07,21.35,-1.28768,573,2026-09-21
RTX,Y,8.1304e+08,194,0.406552,335,2026-09-21
RVTY,Y,1.75429e+08,143.45,0.778782,256,2026-09-21
RY,Y,2.70728e+08,203.3,1.61031,89,2026-09-21
RYAAY,Y,7.85716e+07,53.51,-1.41175,592,2026-09-21
RYCEY,Y,3.89615e+07,19.41,1.08393,194,2026-09-21
RYN,Y,5.64239e+07,20.14,-1.6097,617,2026-09-21
SAN,Y,1.28159e+08,14.31,1.40017,135,2026-09-21
SAP,Y,4.92244e+08,209.45,-2.31578,697,2026-09-21
SBCF,Y,2.93356e+07,33.7,0.0101391,411,2026-09-21
SBH,Y,1.88554e+07,15.79,-0.187888,434,2026-09-21
SBLK,Y,3.91467e+07,32.48,1.36931,140,2026-09-21
SBRA,Y,4.78373e+07,19.74,-0.424101,463,2026-09-21
SBUX,Y,6.56674e+08,95.83,0.951607,218,2026-09-21
SCCO,Y,2.10432e+08,195.7,1.85506,67,2026-09-21
SCHW,Y,7.80463e+08,105.25,-0.0649578,421,2026-09-21
SCI,Y,7.67958e+07,77.76,-0.923247,529,2026-09-21
SF,Y,8.25132e+07,75.79,-0.844277,517,2026-09-21
SFL,Y,1.55449e+07,13.63,1.36338,142,2026-09-21
SFNC,Y,2.59723e+07,22.89,0.860587,237,2026-09-21
SGI,Y,1.84961e+08,63.36,-1.71464,636,2026-09-21
SHEL,Y,5.32552e+08,94.54,0.6032,302,2026-09-21
SHO,Y,2.6464e+07,11.04,1.32486,149,2026-09-21
SHOO,Y,4.26057e+07,42.11,1.43395,128,2026-09-21
SHW,Y,5.85616e+08,320.73,-1.06812,548,2026-09-21
SHY,Y,2.59023e+08,81.24,0.0615322,399,2026-09-21
SIRI,Y,1.06049e+08,27.31,0.796848,252,2026-09-21
SJM,Y,1.57526e+08,122.95,0.3229,354,2026-09-21
SKM,Y,6.77265e+07,35.9,1.42501,131,2026-09-21
SLB,Y,5.75652e+08,51.12,1.00627,214,2026-09-21
SLGN,Y,4.18563e+07,37.19,-1.4087,590,2026-09-21
SLM,Y,5.64468e+07,25.1,-1.16382,560,2026-09-21
SLS,Y,8.31329e+07,11.49,0.751363,262,2026-09-21
SM,Y,1.14956e+08,36.97,0.30348,357,2026-09-21
SMCI,Y,1.27913e+09,39.09,-2.29527,695,2026-09-21
SMFG,Y,3.83703e+07,26.24,1.73583,80,2026-09-21
SMTC,Y,3.53332e+08,185,1.89811,65,2026-09-21
SNEX,Y,7.41005e+07,67,2.16419,37,2026-09-21
SNN,Y,4.62154e+07,27.56,-2.18003,681,2026-09-21
SNPS,Y,6.50545e+08,384.97,-1.24378,566,2026-09-21
SNY,Y,1.15208e+08,42.48,-1.78659,650,2026-09-21
SO,Y,4.63037e+08,85.52,-0.934558,530,2026-09-21
SON,Y,6.2042e+07,48.84,0.451153,329,2026-09-21
SONY,Y,9.67655e+07,23.46,-2.35111,701,2026-09-21
SPG,Y,2.97346e+08,205.32,0.629295,293,2026-09-21
SPGI,Y,7.57745e+08,405.32,-2.20253,683,2026-09-21
SPYM,Y,8.46691e+08,89.64,1.15233,181,2026-09-21
SRE,Y,2.96014e+08,81.31,-1.18459,561,2026-09-21
SRPT,Y,5.39578e+07,20.11,-0.766481,506,2026-09-21
SSL,Y,1.44153e+07,13.72,1.08001,195,2026-09-21
SSRM,Y,8.62671e+07,36.33,1.18176,172,2026-09-21
STLD,Y,2.64851e+08,235.26,2.0074,52,2026-09-21
STM,Y,4.96353e+08,50.18,2.30225,26,2026-09-21
STT,Y,3.13978e+08,182.87,1.60917,90,2026-09-21
STX,Y,4.04841e+09,858.79,3.10488,1,2026-09-21
STZ,Y,2.60052e+08,118.97,-1.33056,580,2026-09-21
SU,Y,2.51567e+08,69.41,1.18442,171,2026-09-21
SUI,Y,1.4212e+08,113.75,-2.14877,679,2026-09-21
SW,Y,2.06331e+08,44.33,0.287201,360,2026-09-21
SWK,Y,1.494e+08,89.58,0.679897,277,2026-09-21
SWKS,Y,3.41164e+08,88.76,-0.388251,457,2026-09-21
SYK,Y,7.61034e+08,275.12,-1.73766,640,2026-09-21
SYY,Y,2.40643e+08,79.05,-0.643197,488,2026-09-21
T,Y,1.09101e+09,25.4,-1.41101,591,2026-09-21
TAC,Y,1.90342e+07,12.22,-1.37542,587,2026-09-21
TAP,Y,1.17861e+08,37.53,-2.23809,686,2026-09-21
TCOM,Y,1.16574e+08,40.68,-2.14268,678,2026-09-21
TD,Y,2.49078e+08,122.33,2.05148,50,2026-09-21
TDC,Y,7.39745e+07,28.89,0.658434,285,2026-09-21
TDS,Y,3.94728e+07,35.9,-1.28951,574,2026-09-21
TECH,Y,2.20304e+08,72.37,1.13263,188,2026-09-21
TECK,Y,1.93085e+08,65.52,1.85025,68,2026-09-21
TEL,Y,4.20283e+08,205.42,-1.34627,581,2026-09-21
TER,Y,1.03417e+09,371.47,2.80985,7,2026-09-21
TEVA,Y,1.68009e+08,38.98,1.67922,86,2026-09-21
TEX,Y,6.75882e+07,59.04,1.01028,213,2026-09-21
TFC,Y,3.29175e+08,48.56,0.227792,370,2026-09-21
TGT,Y,5.8998e+08,158.19,1.24564,158,2026-09-21
THC,Y,2.08617e+08,261.99,0.54622,308,2026-09-21
TJX,Y,9.28502e+08,127.24,-0.773993,509,2026-09-21
TKO,Y,1.94754e+08,189.26,-0.888431,522,2026-09-21
TLT,Y,2.1875e+09,81.25,-1.82627,651,2026-09-21
TMO,Y,1.08699e+09,651.45,0.624152,297,2026-09-21
TMUS,Y,7.89054e+08,168.18,-2.26621,690,2026-09-21
TPR,Y,3.60267e+08,115,0.25137,366,2026-09-21
TREX,Y,7.65033e+07,42.69,-0.20799,438,2026-09-21
TRI,Y,1.52096e+08,94.39,-3.21871,741,2026-09-21
TRMB,Y,1.45403e+08,57.56,-2.9271,729,2026-09-21
TROW,Y,1.8479e+08,104.16,0.10814,390,2026-09-21
TRP,Y,1.56962e+08,61.54,0.921713,222,2026-09-21
TRV,Y,5.71532e+08,374.62,0.490503,321,2026-09-21
TS,Y,5.94475e+07,56.25,1.73673,79,2026-09-21
TSCO,Y,2.9198e+08,32.21,-3.10568,738,2026-09-21
TSEM,Y,3.38823e+08,223.6,2.77186,8,2026-09-21
TSM,Y,4.94394e+09,434.67,2.30353,25,2026-09-21
TSN,Y,1.6646e+08,52.77,-0.961928,534,2026-09-21
TT,Y,4.24698e+08,429.11,0.362597,343,2026-09-21
TTE,Y,1.168e+08,90.82,1.46554,122,2026-09-21
TTEK,Y,7.84025e+07,35.69,-1.47686,597,2026-09-21
TTMI,Y,2.94735e+08,117.97,2.10399,45,2026-09-21
TTWO,Y,5.12101e+08,205.45,-0.904849,526,2026-09-21
TXN,Y,1.80526e+09,266.64,2.19554,32,2026-09-21
TXNM,Y,5.81274e+07,58.44,0.482849,324,2026-09-21
TXT,Y,1.25681e+08,79.69,-1.37676,588,2026-09-21
UAL,Y,4.54149e+08,108.71,0.160934,381,2026-09-21
UBS,Y,8.35859e+07,50.69,1.21149,163,2026-09-21
UCTT,Y,9.59498e+07,70.64,2.18409,34,2026-09-21
UDR,Y,1.14846e+08,33.9,-0.952205,531,2026-09-21
UEC,Y,7.92385e+07,9.81,-1.26669,570,2026-09-21
UGI,Y,5.33783e+07,37.66,0.341285,348,2026-09-21
UL,Y,2.24013e+08,61.82,-1.66703,627,2026-09-21
UMC,Y,2.93253e+08,24.61,2.1302,39,2026-09-21
UNH,Y,1.89197e+09,376.9,0.921184,224,2026-09-21
UNM,Y,1.21854e+08,95.19,1.05484,202,2026-09-21
UNP,Y,7.08236e+08,279.37,0.604519,301,2026-09-21
UPS,Y,4.45425e+08,99.06,0.819196,247,2026-09-21
URBN,Y,7.21374e+07,75.01,0.256319,364,2026-09-21
USB,Y,4.24171e+08,60.06,0.873531,234,2026-09-21
UTI,Y,3.71563e+07,21.47,-1.24244,565,2026-09-21
UUUU,Y,8.67537e+07,11.7,-0.745697,501,2026-09-21
V,Y,2.43664e+09,368.29,-0.0550758,419,2026-09-21
VALE,Y,3.40497e+08,14.21,1.16066,178,2026-09-21
VFC,Y,9.54335e+07,12.79,-1.1318,556,2026-09-21
VIAV,Y,1.7423e+08,35.36,2.53124,14,2026-09-21
VIV,Y,1.4566e+07,11.95,-1.54993,610,2026-09-21
VLO,Y,8.11053e+08,413.28,1.52652,106,2026-09-21
VLY,Y,8.89628e+07,13.59,1.5318,104,2026-09-21
VMC,Y,2.58559e+08,240.83,-1.43417,594,2026-09-21
VMRK,Y,2.65199e+08,61.22,-0.797248,512,2026-09-21
VNO,Y,5.07202e+07,34.9,0.197104,375,2026-09-21
VOD,Y,5.34461e+07,16.95,1.02709,206,2026-09-21
VRTX,Y,5.91024e+08,508.34,0.626671,295,2026-09-21
VSAT,Y,1.32559e+08,76.38,1.15953,180,2026-09-21
VSH,Y,1.63686e+08,32.51,2.09539,47,2026-09-21
VTR,Y,2.80145e+08,86.69,0.394998,337,2026-09-21
VTRS,Y,1.46182e+08,16.95,1.6795,85,2026-09-21
VZ,Y,1.02771e+09,48.09,0.392719,338,2026-09-21
WAL,Y,7.23583e+07,78.54,-0.993567,538,2026-09-21
WBD,Y,5.13146e+08,27.8,1.53463,102,2026-09-21
WCN,Y,1.89338e+08,155.33,-1.69719,633,2026-09-21
WDC,Y,3.30855e+09,441.36,2.63671,11,2026-09-21
WEC,Y,2.20711e+08,103.17,-1.25156,569,2026-09-21
WELL,Y,6.36054e+08,228.87,0.782501,255,2026-09-21
WERN,Y,3.61481e+07,35.67,1.38762,137,2026-09-21
WFC,Y,1.16904e+09,86.12,-0.427481,464,2026-09-21
WHR,Y,8.55776e+07,31.97,-2.06659,673,2026-09-21
WKC,Y,3.47407e+07,35.95,0.644806,291,2026-09-21
WLK,Y,6.40019e+07,69.07,-0.986733,536,2026-09-21
WM,Y,4.62352e+08,211.1,-0.882213,521,2026-09-21
WMB,Y,4.94212e+08,72.05,1.05312,204,2026-09-21
WMT,Y,2.3931e+09,106.73,-0.663223,489,2026-09-21
WNC,Y,1.03899e+07,11.86,0.101242,391,2026-09-21
WPC,Y,9.49058e+07,66.26,-0.440144,467,2026-09-21
WPM,Y,2.28638e+08,151.01,0.483489,323,2026-09-21
WRB,Y,1.26062e+08,69.99,-1.00235,540,2026-09-21
WSBC,Y,3.47802e+07,39.37,0.818799,248,2026-09-21
WSM,Y,2.30048e+08,224.2,0.8051,250,2026-09-21
WT,Y,4.97179e+07,23.07,1.01822,207,2026-09-21
WTRG,Y,8.35309e+07,41.04,0.269643,362,2026-09-21
WY,Y,1.20277e+08,21.22,-1.11011,552,2026-09-21
WYNN,Y,1.41925e+08,81.68,-1.68071,629,2026-09-21
XEL,Y,3.96969e+08,72.3,-0.795112,511,2026-09-21
XOM,Y,2.1507e+09,163.54,1.07696,196,2026-09-21
XPO,Y,1.8634e+08,174.25,1.50571,108,2026-09-21
YPF,Y,5.22667e+07,54.96,1.8805,66,2026-09-21
YUM,Y,3.63666e+08,137.99,-1.44582,595,2026-09-21
ZBH,Y,1.9426e+08,95.36,-0.588897,480,2026-09-21
ZION,Y,9.70111e+07,65.23,0.875412,233,2026-09-21
